x y z
-0.91 -0.49 0.12
-0.90 -0.43 0.14
-0.86 -0.40 0.16
-0.87 -0.45 0.17
-0.91 -0.52 0.15
-0.89 -0.51 0.11
-0.86 -0.47 0.09
-0.90 -0.46 0.11
-0.91 -0.46 0.15
-0.87 -0.45 0.18
-0.85 -0.47 0.18
-0.89 -0.52 0.16
-0.91 -0.51 0.12
-0.88 -0.45 0.10
-0.88 -0.42 0.11
-0.91 -0.45 0.14
-0.89 -0.48 0.17
-0.85 -0.50 0.17
-0.86 -0.52 0.16
-0.90 -0.51 0.13
-0.90 -0.46 0.11
-0.88 -0.41 0.12
-0.89 -0.42 0.14
-0.90 -0.47 0.16
-0.87 -0.50 0.17
-0.85 -0.52 0.15
-0.88 -0.52 0.13
-0.91 -0.48 0.12
-0.89 -0.43 0.12
-0.88 -0.40 0.13
-0.90 -0.44 0.15
-0.89 -0.48 0.16
-0.86 -0.50 0.17
-0.85 -0.51 0.15
-0.89 -0.51 0.14
-0.90 -0.47 0.12
-0.88 -0.43 0.11
-0.89 -0.42 0.12
-0.91 -0.46 0.15
-0.89 -0.47 0.17
-0.85 -0.48 0.18
-0.87 -0.49 0.16
-0.89 -0.50 0.14
-0.89 -0.48 0.11
-0.87 -0.45 0.10
-0.90 -0.46 0.12
-0.91 -0.46 0.14
-0.88 -0.44 0.16
-0.87 -0.44 0.17
-0.88 -0.48 0.16
-0.89 -0.51 0.14
-0.87 -0.50 0.11
-0.87 -0.49 0.11
-0.90 -0.48 0.12
-0.90 -0.45 0.13
-0.88 -0.41 0.14
-0.88 -0.42 0.15
-0.89 -0.47 0.16
-0.88 -0.51 0.15
-0.86 -0.51 0.13
-0.88 -0.51 0.12
-0.90 -0.48 0.12
-0.89 -0.43 0.13
-0.88 -0.41 0.14
-0.89 -0.44 0.15
-0.89 -0.49 0.16
-0.87 -0.52 0.14
-0.86 -0.51 0.12
-0.89 -0.49 0.12
-0.90 -0.45 0.13
-0.88 -0.41 0.15
-0.87 -0.43 0.16
-0.89 -0.49 0.16
-0.89 -0.52 0.13
-0.87 -0.50 0.11
-0.88 -0.47 0.10
-0.90 -0.45 0.13
-0.89 -0.44 0.16
-0.86 -0.45 0.17
-0.87 -0.49 0.16
-0.89 -0.51 0.14
-0.89 -0.48 0.11
-0.88 -0.44 0.10
-0.89 -0.44 0.13
-0.89 -0.46 0.16
-0.86 -0.48 0.17
-0.86 -0.50 0.16
-0.88 -0.51 0.14
-0.89 -0.48 0.12
-0.88 -0.43 0.11
-0.89 -0.42 0.13
-0.89 -0.45 0.15
-0.88 -0.48 0.17
-0.86 -0.50 0.16
-0.87 -0.51 0.14
-0.89 -0.49 0.12
-0.89 -0.45 0.11
-0.88 -0.42 0.12
-0.89 -0.43 0.14
-0.89 -0.46 0.16
-0.87 -0.49 0.17
-0.86 -0.50 0.16
-0.88 -0.50 0.13
-0.89 -0.48 0.12
-0.89 -0.45 0.11
-0.89 -0.44 0.12
-0.89 -0.45 0.14
-0.88 -0.46 0.16
-0.87 -0.47 0.17
-0.87 -0.49 0.16
-0.88 -0.50 0.14
-0.88 -0.49 0.12
-0.88 -0.47 0.11
-0.89 -0.46 0.12
-0.90 -0.45 0.14
-0.88 -0.44 0.15
-0.88 -0.44 0.16
-0.88 -0.47 0.16
-0.88 -0.50 0.14
-0.87 -0.50 0.12
-0.87 -0.49 0.11
-0.89 -0.47 0.12
-0.89 -0.44 0.13
-0.89 -0.42 0.14
-0.88 -0.43 0.15
-0.88 -0.47 0.16
-0.87 -0.50 0.15
-0.87 -0.51 0.13
-0.88 -0.49 0.12
-0.89 -0.46 0.12
-0.89 -0.43 0.13
-0.88 -0.42 0.15
-0.88 -0.45 0.16
-0.88 -0.49 0.15
-0.87 -0.51 0.13
-0.87 -0.50 0.12
-0.89 -0.47 0.11
-0.89 -0.44 0.13
-0.88 -0.43 0.15
-0.87 -0.45 0.16
-0.88 -0.49 0.15
-0.88 -0.51 0.13
-0.88 -0.48 0.11
-0.89 -0.46 0.11
-0.89 -0.44 0.14
-0.88 -0.44 0.16
-0.86 -0.47 0.17
-0.88 -0.50 0.15
-0.88 -0.50 0.13
-0.88 -0.47 0.11
-0.88 -0.45 0.11
-0.89 -0.44 0.14
-0.88 -0.45 0.16
-0.87 -0.47 0.17
-0.87 -0.50 0.16
-0.88 -0.50 0.13
-0.89 -0.48 0.11
-0.88 -0.45 0.11
-0.89 -0.44 0.13
-0.89 -0.45 0.15
-0.87 -0.46 0.16
-0.87 -0.48 0.16
-0.88 -0.50 0.15
-0.88 -0.49 0.13
-0.88 -0.47 0.11
-0.89 -0.45 0.12
-0.89 -0.45 0.13
-0.89 -0.45 0.15
-0.87 -0.45 0.17
-0.87 -0.47 0.16
-0.88 -0.49 0.15
-0.88 -0.49 0.12
-0.88 -0.48 0.11
-0.88 -0.47 0.12
-0.89 -0.45 0.13
-0.88 -0.44 0.15
-0.88 -0.44 0.16
-0.88 -0.46 0.16
-0.88 -0.49 0.15
-0.87 -0.50 0.13
-0.87 -0.49 0.12
-0.89 -0.48 0.12
-0.89 -0.45 0.13
-0.88 -0.43 0.13
-0.88 -0.43 0.14
-0.89 -0.46 0.15
-0.88 -0.49 0.15
-0.86 -0.50 0.14
-0.88 -0.50 0.13
-0.89 -0.47 0.12
-0.89 -0.44 0.13
-0.88 -0.42 0.14
-0.88 -0.44 0.15
-0.88 -0.48 0.15
-0.87 -0.50 0.14
-0.87 -0.50 0.13
-0.89 -0.48 0.12
-0.89 -0.45 0.13
-0.88 -0.43 0.14
-0.88 -0.44 0.16
-0.88 -0.48 0.16
-0.88 -0.50 0.14
-0.87 -0.49 0.12
-0.88 -0.47 0.11
-0.89 -0.46 0.13
-0.88 -0.44 0.15
-0.87 -0.45 0.17
-0.87 -0.48 0.16
-0.88 -0.50 0.14
-0.88 -0.48 0.12
-0.88 -0.46 0.11
-0.89 -0.46 0.13
-0.89 -0.45 0.15
-0.87 -0.45 0.17
-0.87 -0.47 0.17
-0.88 -0.49 0.15
-0.88 -0.49 0.13
-0.88 -0.47 0.11
-0.88 -0.46 0.11
-0.89 -0.46 0.14
-0.88 -0.45 0.16
-0.87 -0.45 0.17
-0.88 -0.47 0.16
-0.88 -0.49 0.14
-0.88 -0.48 0.12
-0.87 -0.47 0.11
-0.89 -0.47 0.12
-0.89 -0.46 0.14
-0.88 -0.44 0.16
-0.87 -0.44 0.16
-0.88 -0.47 0.15
-0.88 -0.49 0.14
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.89 -0.48 0.13
-0.89 -0.45 0.14
-0.88 -0.43 0.14
-0.88 -0.44 0.15
-0.89 -0.47 0.15
-0.87 -0.49 0.14
-0.86 -0.50 0.14
-0.88 -0.49 0.13
-0.89 -0.47 0.13
-0.89 -0.44 0.13
-0.88 -0.42 0.13
-0.89 -0.45 0.14
-0.88 -0.48 0.15
-0.86 -0.50 0.14
-0.87 -0.50 0.13
-0.88 -0.49 0.13
-0.89 -0.45 0.13
-0.88 -0.43 0.14
-0.88 -0.43 0.15
-0.89 -0.47 0.15
-0.88 -0.49 0.14
-0.87 -0.50 0.12
-0.88 -0.49 0.12
-0.89 -0.47 0.13
-0.88 -0.44 0.15
-0.87 -0.43 0.16
-0.88 -0.46 0.16
-0.89 -0.49 0.14
-0.88 -0.49 0.12
-0.87 -0.47 0.11
-0.89 -0.47 0.12
-0.89 -0.46 0.15
-0.87 -0.45 0.16
-0.87 -0.45 0.16
-0.88 -0.48 0.15
-0.89 -0.48 0.13
-0.87 -0.47 0.11
-0.88 -0.46 0.12
-0.89 -0.47 0.14
-0.88 -0.46 0.16
-0.87 -0.45 0.17
-0.87 -0.46 0.16
-0.89 -0.48 0.14
-0.88 -0.48 0.12
-0.87 -0.47 0.11
-0.89 -0.47 0.12
-0.89 -0.47 0.14
-0.88 -0.45 0.16
-0.87 -0.44 0.16
-0.88 -0.46 0.15
-0.88 -0.48 0.13
-0.87 -0.49 0.12
-0.87 -0.49 0.12
-0.89 -0.48 0.13
-0.88 -0.45 0.14
-0.88 -0.43 0.15
-0.88 -0.44 0.15
-0.89 -0.47 0.14
-0.87 -0.49 0.13
-0.86 -0.50 0.13
-0.87 -0.49 0.13
-0.89 -0.47 0.14
-0.88 -0.44 0.14
-0.88 -0.42 0.14
-0.89 -0.45 0.14
-1.01 -2.32 -0.21
-1.33 -0.93 -0.10
-0.72 -0.54 -0.19
-0.75 -0.35 0.59
-0.93 -0.49 -0.02
-1.06 -0.59 -0.14
-1.31 -0.46 0.33
0.45 -0.59 1.49
-2.32 -1.53 -1.39
0.07 -0.21 -0.19
-0.18 -0.39 -0.64
-2.02 0.36 1.09
0.00 -0.16 0.09
-2.18 0.70 -0.59
-0.13 -0.52 0.27
-1.86 0.34 0.19
-0.69 -1.45 -0.17
-1.19 0.23 0.24
-0.71 -1.06 0.08
-0.86 -0.33 -0.03
-0.56 -0.34 0.20
-0.66 -0.38 0.20
-0.97 -0.34 -0.03
-0.80 -0.72 0.25
-0.99 -0.21 0.04
-0.86 -0.92 0.06
-1.12 -0.27 0.14
-0.81 -0.78 0.25
-0.91 -0.16 0.09
-0.81 -0.60 0.17
-0.93 -0.30 0.15
-0.84 -0.60 0.04
-0.81 -0.46 0.13
-0.83 -0.51 0.11
-0.87 -0.55 0.18
-0.91 -0.32 0.10
-0.86 -0.52 0.17
-0.97 -0.31 0.08
-0.89 -0.69 0.14
-0.93 -0.42 0.11
-0.77 -0.63 0.17
-0.91 -0.41 0.15
-0.89 -0.54 0.16
-0.88 -0.37 0.13
-0.86 -0.40 0.12
-0.89 -0.52 0.09
-0.93 -0.46 0.12
-0.82 -0.60 0.14
-0.89 -0.48 0.10
-0.88 -0.60 0.19
-0.93 -0.38 0.14
-0.86 -0.49 0.15
-0.89 -0.35 0.14
-0.90 -0.51 0.14
-0.90 -0.48 0.06
-0.85 -0.51 0.11
-0.86 -0.54 0.12
-0.90 -0.51 0.12
-0.87 -0.49 0.19
-0.88 -0.39 0.16
-0.89 -0.48 0.14
-0.93 -0.42 0.13
-0.87 -0.53 0.09
-0.88 -0.47 0.07
-0.87 -0.57 0.15
-0.90 -0.49 0.15
-0.86 -0.48 0.16
-0.87 -0.39 0.18
-0.91 -0.45 0.12
-0.90 -0.48 0.09
-0.88 -0.49 0.11
-0.86 -0.56 0.11
-0.89 -0.52 0.13
-0.87 -0.49 0.20
-0.89 -0.40 0.14
-0.88 -0.45 0.12
-0.91 -0.44 0.12
-0.88 -0.54 0.09
-0.87 -0.53 0.11
-0.85 -0.52 0.17
-0.89 -0.48 0.16
-0.90 -0.44 0.13
-0.88 -0.42 0.14
-0.89 -0.44 0.09
-0.89 -0.53 0.09
-0.89 -0.52 0.14
-0.85 -0.54 0.15
-0.87 -0.47 0.16
-0.89 -0.46 0.17
-0.90 -0.43 0.12
-0.88 -0.44 0.09
-0.89 -0.47 0.10
-0.90 -0.52 0.11
-0.87 -0.53 0.13
-0.85 -0.49 0.17
-0.87 -0.49 0.17
-0.91 -0.45 0.14
-0.89 -0.45 0.14
-0.88 -0.41 0.11
-0.89 -0.48 0.10
-0.90 -0.50 0.11
-0.86 -0.54 0.13
-0.85 -0.52 0.14
-0.88 -0.50 0.16
-0.90 -0.47 0.16
-0.89 -0.42 0.14
-0.88 -0.43 0.12
-0.90 -0.45 0.12
-0.90 -0.52 0.11
-0.86 -0.52 0.11
-0.85 -0.54 0.14
-0.89 -0.51 0.16
-0.89 -0.47 0.16
-0.88 -0.41 0.15
-0.88 -0.42 0.12
-0.91 -0.47 0.11
-0.89 -0.51 0.11
-0.85 -0.53 0.12
-0.86 -0.53 0.14
-0.89 -0.50 0.16
-0.89 -0.44 0.15
-0.87 -0.41 0.12
-0.89 -0.43 0.11
-0.90 -0.51 0.11
-0.88 -0.53 0.13
-0.84 -0.52 0.15
-0.87 -0.50 0.17
-0.90 -0.47 0.15
-0.89 -0.43 0.12
-0.87 -0.43 0.10
-0.90 -0.49 0.10
-0.90 -0.53 0.13
-0.85 -0.51 0.16
-0.85 -0.47 0.17
-0.89 -0.47 0.16
-0.91 -0.46 0.13
-0.87 -0.45 0.10
-0.87 -0.47 0.09
-0.91 -0.52 0.12
-0.88 -0.51 0.15
-0.85 -0.47 0.17
-0.87 -0.46 0.17
-0.91 -0.47 0.14
-0.90 -0.46 0.11
-0.87 -0.45 0.09
-0.89 -0.49 0.10
-0.90 -0.51 0.13
-0.86 -0.49 0.16
-0.85 -0.46 0.17
-0.89 -0.48 0.16
-0.91 -0.48 0.13
-0.88 -0.45 0.10
-0.87 -0.45 0.09
-0.90 -0.49 0.11
-0.89 -0.51 0.14
-0.84 -0.49 0.16
-0.85 -0.49 0.17
-0.90 -0.49 0.15
-0.90 -0.46 0.12
-0.87 -0.42 0.11
-0.88 -0.44 0.11
-0.91 -0.50 0.12
-0.87 -0.52 0.14
-0.83 -0.52 0.15
-0.87 -0.51 0.15
-0.91 -0.49 0.14
-0.89 -0.43 0.13
-0.87 -0.41 0.12
-0.89 -0.45 0.12
-0.90 -0.51 0.13
-0.86 -0.52 0.13
-0.84 -0.53 0.14
-0.88 -0.51 0.15
-0.90 -0.47 0.14
-0.87 -0.41 0.13
-0.87 -0.41 0.12
-0.90 -0.47 0.12
-0.89 -0.52 0.13
-0.84 -0.52 0.14
-0.85 -0.52 0.15
-0.90 -0.50 0.14
-0.89 -0.45 0.13
-0.87 -0.41 0.11
-0.89 -0.44 0.11
-0.91 -0.50 0.13
-0.87 -0.51 0.15
-0.83 -0.50 0.16
-0.87 -0.50 0.16
-0.91 -0.49 0.14
-0.88 -0.44 0.11
-0.87 -0.43 0.10
-0.90 -0.48 0.11
-0.90 -0.50 0.14
-0.85 -0.48 0.17
-0.84 -0.47 0.17
-0.89 -0.49 0.15
-0.90 -0.48 0.12
-0.87 -0.45 0.09
-0.88 -0.46 0.09
-0.91 -0.49 0.12
-0.89 -0.48 0.16
-0.85 -0.46 0.17
-0.86 -0.47 0.16
-0.91 -0.50 0.14
-0.89 -0.48 0.11
-0.86 -0.46 0.09
-0.89 -0.48 0.11
-0.91 -0.49 0.14
-0.87 -0.47 0.16
-0.85 -0.46 0.17
-0.88 -0.49 0.15
-0.90 -0.50 0.13
-0.87 -0.47 0.10
-0.87 -0.45 0.09
-0.90 -0.48 0.12
-0.89 -0.48 0.15
-0.85 -0.47 0.17
-0.85 -0.49 0.16
-0.90 -0.50 0.14
-0.89 -0.48 0.11
-0.87 -0.44 0.10
-0.88 -0.45 0.11
-0.90 -0.48 0.14
-0.87 -0.49 0.15
-0.84 -0.50 0.16
-0.87 -0.51 0.15
-0.90 -0.50 0.13
-0.88 -0.45 0.11
-0.87 -0.42 0.11
-0.89 -0.45 0.13
-0.89 -0.49 0.15
-0.86 -0.51 0.15
-0.84 -0.51 0.14
-0.88 -0.51 0.13
-0.90 -0.48 0.12
-0.88 -0.43 0.12
-0.88 -0.42 0.13
-0.89 -0.47 0.14
-0.88 -0.50 0.14
-0.85 -0.51 0.14
-0.86 -0.52 0.14
-0.89 -0.50 0.13
-0.89 -0.46 0.12
-0.87 -0.43 0.12
-0.89 -0.44 0.13
-0.89 -0.48 0.14
-0.87 -0.50 0.15
-0.85 -0.51 0.15
-0.87 -0.51 0.14
-0.89 -0.49 0.12
-0.88 -0.46 0.11
-0.87 -0.44 0.11
-0.89 -0.46 0.13
-0.89 -0.48 0.15
-0.86 -0.48 0.16
-0.86 -0.49 0.16
-0.88 -0.51 0.14
-0.89 -0.49 0.12
-0.88 -0.46 0.10
-0.88 -0.45 0.11
-0.90 -0.47 0.13
-0.89 -0.47 0.15
-0.86 -0.47 0.16
-0.87 -0.49 0.15
-0.89 -0.51 0.13
-0.88 -0.49 0.11
-0.87 -0.46 0.10
-0.89 -0.46 0.11
-0.90 -0.46 0.14
-0.87 -0.46 0.16
-0.86 -0.47 0.16
-0.87 -0.50 0.15
-0.89 -0.50 0.12
-0.88 -0.48 0.10
-0.88 -0.45 0.11
-0.89 -0.45 0.13
-0.88 -0.46 0.15
-0.86 -0.48 0.16
-0.86 -0.50 0.15
-0.88 -0.51 0.13
-0.88 -0.49 0.11
-0.88 -0.45 0.11
-0.88 -0.44 0.12
-0.89 -0.46 0.15
-0.87 -0.48 0.16
-0.86 -0.50 0.15
-0.87 -0.51 0.13
-0.88 -0.50 0.12
-0.88 -0.46 0.11
-0.88 -0.44 0.12
-0.88 -0.45 0.14
-0.88 -0.47 0.15
-0.86 -0.50 0.15
-0.86 -0.51 0.13
-0.88 -0.51 0.12
-0.89 -0.48 0.11
-0.88 -0.45 0.12
-0.88 -0.44 0.13
-0.88 -0.46 0.15
-0.87 -0.48 0.15
-0.86 -0.51 0.14
-0.87 -0.51 0.13
-0.88 -0.50 0.11
-0.88 -0.47 0.11
-0.88 -0.45 0.12
-0.88 -0.44 0.13
-0.88 -0.46 0.15
-0.88 -0.48 0.15
-0.86 -0.50 0.15
-0.86 -0.51 0.13
-0.88 -0.50 0.12
-0.88 -0.47 0.11
-0.88 -0.45 0.12
-0.88 -0.44 0.13
-0.88 -0.46 0.15
-0.87 -0.48 0.15
-0.86 -0.50 0.14
-0.87 -0.51 0.13
-0.88 -0.50 0.12
-0.88 -0.47 0.11
-0.88 -0.44 0.12
-0.88 -0.44 0.13
-0.88 -0.46 0.15
-0.87 -0.48 0.15
-0.86 -0.51 0.14
-0.87 -0.51 0.13
-0.88 -0.49 0.11
-0.88 -0.46 0.11
-0.88 -0.44 0.13
-0.88 -0.45 0.14
-0.88 -0.48 0.15
-0.87 -0.50 0.14
-0.86 -0.51 0.13
-0.88 -0.50 0.11
-0.88 -0.47 0.12
-0.88 -0.44 0.13
-0.87 -0.44 0.14
-0.88 -0.47 0.15
-0.88 -0.50 0.14
-0.87 -0.51 0.12
-0.87 -0.50 0.11
-0.88 -0.48 0.11
-0.89 -0.46 0.13
-0.88 -0.44 0.14
-0.87 -0.45 0.15
-0.88 -0.48 0.15
-0.87 -0.51 0.13
-0.87 -0.50 0.11
-0.87 -0.49 0.11
-0.89 -0.48 0.12
-0.88 -0.45 0.13
-0.87 -0.44 0.15
-0.87 -0.46 0.15
-0.88 -0.49 0.14
-0.87 -0.51 0.13
-0.86 -0.50 0.11
-0.88 -0.49 0.11
-0.89 -0.47 0.12
-0.88 -0.44 0.14
-0.87 -0.44 0.14
-0.88 -0.46 0.15
-0.88 -0.49 0.14
-0.86 -0.51 0.13
-0.86 -0.51 0.12
-0.88 -0.50 0.12
-0.89 -0.46 0.12
-0.88 -0.43 0.13
-0.88 -0.44 0.14
-0.88 -0.47 0.14
-0.87 -0.50 0.14
-0.86 -0.51 0.13
-0.87 -0.51 0.12
-0.89 -0.49 0.12
-0.88 -0.45 0.12
-0.88 -0.43 0.13
-0.88 -0.45 0.14
-0.88 -0.48 0.14
-0.87 -0.51 0.13
-0.86 -0.51 0.12
-0.87 -0.50 0.12
-0.89 -0.47 0.13
-0.88 -0.44 0.13
-0.87 -0.43 0.14
-0.88 -0.47 0.14
-0.88 -0.50 0.13
-0.86 -0.51 0.12
-0.87 -0.50 0.11
-0.88 -0.49 0.12
-0.88 -0.46 0.14
-0.87 -0.44 0.15
-0.87 -0.45 0.15
-0.88 -0.48 0.14
-0.88 -0.50 0.12
-0.86 -0.50 0.11
-0.87 -0.49 0.11
-0.89 -0.48 0.13
-0.88 -0.45 0.15
-0.87 -0.44 0.15
-0.88 -0.46 0.15
-0.89 -0.49 0.13
-0.87 -0.50 0.11
-0.86 -0.50 0.11
-0.88 -0.49 0.12
-0.89 -0.47 0.14
-0.87 -0.44 0.15
-0.87 -0.44 0.15
-0.89 -0.47 0.14
-0.88 -0.50 0.12
-0.86 -0.51 0.11
-0.87 -0.50 0.12
-0.89 -0.49 0.13
-0.88 -0.46 0.14
-0.87 -0.43 0.14
-0.88 -0.45 0.14
-0.89 -0.48 0.13
-0.87 -0.50 0.13
-0.86 -0.51 0.12
-0.87 -0.50 0.13
-0.89 -0.47 0.13
-0.88 -0.44 0.13
-0.87 -0.43 0.13
-0.89 -0.46 0.13
-0.88 -0.49 0.13
-0.86 -0.51 0.13
-0.86 -0.51 0.13
-0.88 -0.49 0.13
-0.88 -0.46 0.13
-0.87 -0.43 0.13
-0.88 -0.44 0.14
-0.89 -0.48 0.13
-0.88 -0.50 0.12
-0.86 -0.51 0.12
-0.87 -0.50 0.12
-0.88 -0.48 0.13
-0.88 -0.45 0.14
-0.87 -0.44 0.15
-0.88 -0.46 0.14
-0.89 -0.49 0.13
-0.87 -0.50 0.11
-0.86 -0.50 0.11
-0.88 -0.49 0.13
-0.88 -0.47 0.14
-0.87 -0.45 0.15
-0.87 -0.45 0.15
-0.88 -0.47 0.14
-0.88 -0.49 0.12
-0.87 -0.50 0.11
-0.87 -0.50 0.12
-0.88 -0.49 0.13
-0.88 -0.47 0.15
-0.87 -0.44 0.15
-0.88 -0.45 0.14
-0.89 -0.48 0.13
-0.87 -0.49 0.11
-0.86 -0.50 0.11
-0.87 -0.50 0.12
-0.88 -0.48 0.14
-0.88 -0.45 0.14
-0.87 -0.44 0.14
-0.89 -0.46 0.13
-0.88 -0.49 0.12
-0.87 -0.50 0.12
-0.86 -0.51 0.12
-0.88 -0.49 0.13
-0.88 -0.47 0.14
-0.87 -0.44 0.14
-0.88 -0.44 0.13
-0.88 -0.47 0.12
-0.88 -0.50 0.12
-0.86 -0.50 0.13
-0.87 -0.50 0.13
-0.88 -0.48 0.14
-0.88 -0.45 0.14
-0.88 -0.44 0.13
-0.88 -0.45 0.13
-0.88 -0.48 0.12
-0.87 -0.50 0.12
-0.86 -0.50 0.13
-0.87 -0.49 0.13
-0.88 -0.47 0.14
-0.88 -0.45 0.14
-0.88 -0.44 0.13
-0.88 -0.46 0.13
-0.88 -0.49 0.12
-0.87 -0.50 0.12
-0.87 -0.50 0.12
-0.88 -0.49 0.14
-0.88 -0.47 0.15
-0.87 -0.45 0.15
-0.88 -0.45 0.14
-0.88 -0.47 0.13
-0.88 -0.49 0.12
-0.87 -0.50 0.12
-0.87 -0.50 0.12
-0.88 -0.49 0.14
-0.87 -0.47 0.15
-0.87 -0.45 0.14
-0.88 -0.45 0.13
-0.88 -0.47 0.12
-0.87 -0.49 0.11
-0.87 -0.50 0.12
-0.87 -0.50 0.13
-0.87 -0.48 0.15
-0.87 -0.45 0.15
-0.88 -0.45 0.14
-0.88 -0.46 0.13
-0.88 -0.48 0.12
-0.87 -0.50 0.12
-0.87 -0.50 0.13
-0.87 -0.49 0.14
-0.88 -0.46 0.14
-0.88 -0.45 0.14
-0.88 -0.45 0.13
-0.88 -0.47 0.12
-0.87 -0.49 0.12
-0.87 -0.50 0.13
-0.87 -0.49 0.14
-0.87 -0.47 0.14
-0.88 -0.45 0.14
-0.88 -0.45 0.13
-0.88 -0.46 0.12
-0.88 -0.48 0.12
-0.87 -0.50 0.12
-0.87 -0.50 0.14
-0.87 -0.48 0.14
-0.88 -0.46 0.14
-0.88 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.12
-0.87 -0.50 0.13
-0.87 -0.49 0.14
-0.87 -0.48 0.15
-0.88 -0.47 0.14
-0.88 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.12
-0.87 -0.50 0.13
-0.87 -0.50 0.14
-0.87 -0.48 0.14
-0.88 -0.47 0.14
-0.88 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.12
-0.87 -0.50 0.13
-0.87 -0.49 0.14
-0.87 -0.48 0.15
-0.88 -0.46 0.14
-0.88 -0.45 0.13
-0.88 -0.46 0.12
-0.88 -0.48 0.12
-0.87 -0.50 0.13
-0.86 -0.50 0.14
-0.87 -0.49 0.15
-0.88 -0.47 0.14
-0.88 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.13
-0.87 -0.50 0.14
-0.86 -0.49 0.15
-0.87 -0.48 0.15
-0.88 -0.46 0.14
-0.88 -0.45 0.12
-0.88 -0.46 0.11
-0.88 -0.48 0.12
-0.87 -0.49 0.13
-0.87 -0.49 0.14
-0.87 -0.48 0.15
-0.88 -0.47 0.14
-0.88 -0.46 0.13
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.13
-0.87 -0.49 0.14
-0.86 -0.48 0.15
-0.87 -0.48 0.15
-0.88 -0.47 0.14
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.13
-0.87 -0.49 0.14
-0.86 -0.48 0.15
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.45 0.12
-0.88 -0.46 0.12
-0.88 -0.48 0.12
-0.87 -0.49 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.14
-0.88 -0.48 0.14
-0.88 -0.46 0.13
-0.88 -0.45 0.12
-0.88 -0.46 0.12
-0.88 -0.48 0.13
-0.87 -0.49 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.14
-0.88 -0.47 0.13
-0.88 -0.45 0.13
-0.88 -0.45 0.12
-0.88 -0.47 0.12
-0.88 -0.49 0.13
-0.87 -0.50 0.14
-0.86 -0.49 0.14
-0.88 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.45 0.12
-0.88 -0.46 0.12
-0.88 -0.48 0.13
-0.87 -0.49 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.14
-0.88 -0.48 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.12
-0.88 -0.48 0.13
-0.87 -0.48 0.14
-0.86 -0.48 0.15
-0.87 -0.48 0.14
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.11
-0.88 -0.47 0.13
-0.88 -0.48 0.14
-0.87 -0.48 0.15
-0.87 -0.48 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.14
-0.86 -0.48 0.15
-0.87 -0.49 0.14
-0.88 -0.48 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.46 0.13
-0.88 -0.48 0.14
-0.87 -0.49 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.13
-0.88 -0.47 0.13
-0.88 -0.46 0.12
-0.88 -0.46 0.12
-0.88 -0.47 0.13
-0.87 -0.48 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.14
-0.88 -0.48 0.13
-0.88 -0.47 0.12
-0.88 -0.45 0.12
-0.88 -0.46 0.13
-0.88 -0.47 0.14
-0.87 -0.49 0.14
-0.86 -0.49 0.14
-0.87 -0.49 0.13
-0.88 -0.48 0.13
-0.88 -0.46 0.12
-1.05 -0.30 0.18
-0.66 -0.65 0.15
-0.62 -0.17 0.03
-0.68 -0.29 0.10
-0.90 -0.21 0.30
-0.91 -0.03 0.43
-0.38 -0.58 -0.43
-0.03 -0.66 0.19
-1.47 -0.08 0.15
-0.94 -1.32 0.13
-0.73 -0.47 -0.22
-0.46 -0.68 0.02
-1.06 -0.16 -0.00
-1.13 -0.82 0.36
-0.68 -0.67 -0.11
-0.53 -0.63 0.08
-1.10 -0.48 0.07
-1.22 -0.53 0.12
-0.72 -0.48 0.28
-0.78 -0.06 0.25
-1.18 -0.86 0.01
-1.17 -0.45 0.12
-0.69 -0.49 0.11
-0.70 -0.57 -0.05
-1.09 -0.67 0.03
-0.98 -0.64 0.28
-0.78 -0.23 0.06
-0.81 -0.68 -0.07
-1.07 -0.83 0.05
-0.89 -0.63 0.24
-0.68 -0.37 -0.02
-0.67 -0.97 0.11
-0.88 -0.84 -0.01
-0.78 -0.51 0.24
